Report Month,Continent,Country,Country Code,Language Name,Language Code,Is Sign Language,Is ISO Recognized,First Language Population,First Language Population Group,Language EGIDS,EGIDS Group,EGIDS Has Data Support,All Access Population,All Access Status,All Access Chapter Goal,Eligible For ETEN Funding,All Access Chapters To Goal,Top 100 Progress,Top 100 Revision Status,Completed Scripture,Latest Publication Year,Text Chapters Completed,Audio Chapters Completed,Video Chapters Completed,Unknown Mode Chapters Completed,Translation Status,Is Remaining Translation Need,Expressed Need,Expressed Need Sensitivity,Active Translation,Active Language Development,Active Scripture Engagement,Active Intent,Active OBT,Engagement Maximum Sensitivity,Engagement Minimum Sensitivity,Access Through 2nd Language,2nd Language Scripture Level,Is Protected Country,IllumiNations Region,ETENRegion
2025-08,Pacific,Papua New Guinea,PG,Tuwari [tww] ,tww,No,Yes,740,1 - 999,6b,In_Trouble,No,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Uare [ksj],ksj,No,Yes,3150,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2024,260,260,0,112,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Ubir [ubr],ubr,No,Yes,2560,1000 - 4999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2015,310,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Ufim [ufi] ,ufi,No,Yes,1320,1000 - 4999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Uisai [uis] ,uis,No,Yes,350,1 - 999,4,Institutional,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,Selections,2005,28,0,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Ukuriguma [ukg] ,ukg,No,Yes,170,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Ulau-Suain [svb] ,svb,No,Yes,2800,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,Unrestricted,Yes,No,No,No,No,Restricted,Restricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Uma [roe],roe,No,Yes,450,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,Yes,No,No,No,Restricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Umanakaina [gdn],gdn,No,Yes,2810,1000 - 4999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2013,260,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Umbu-Ungu [ubu],ubu,No,Yes,32000,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2015,260,260,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Umeda [upi] ,upi,No,Yes,290,1 - 999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Restricted,Restricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Uneapa [bbn],bbn,No,Yes,12000,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation Not Started,260,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Ura [uro] ,uro,No,Yes,5000,5K - 9.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2020,260,260,0,260,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Urapmin [urm] ,urm,No,Yes,370,1 - 999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Restricted,Restricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Urat [urt],urt,No,Yes,7000,5K - 9.9K,6b,In_Trouble,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2016,260,260,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Uri [uvh],uvh,No,Yes,3000,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2018,260,260,0,0,Recent Scripture,No,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Urim [uri],uri,No,Yes,6340,5K - 9.9K,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,Selections,2020,141,16,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Usan [wnu],wnu,No,Yes,1400,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2001,260,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Usarufa [usa],usa,No,Yes,1200,1000 - 4999,7,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2015,280,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Utarmbung [omo] ,omo,No,Yes,1170,1000 - 4999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Utu [utu] ,utu,No,Yes,1010,1000 - 4999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Uyajitaya [duk] ,duk,No,Yes,1050,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Vinitiri [vmg] ,vmg,No,Yes,6000,5K - 9.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation Not Started,260,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Vitu [wiv],wiv,No,Yes,7000,5K - 9.9K,4,Institutional,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2019,268,0,0,0,Recent Scripture,No,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Vula'a [hul],hul,No,Yes,5000,5K - 9.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,1981,264,16,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wa'ema [wag] ,wag,No,Yes,1020,1000 - 4999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Waboda [kmx] ,kmx,No,Yes,2750,1000 - 4999,5,Developing,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,Selections,2008,0,0,0,0,Limited or Old Scripture,No,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wadaginam [wdg] ,wdg,No,Yes,950,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Waffa [waj],waj,No,Yes,1990,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2015,260,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wagama [abg] ,abg,No,Yes,600,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met - Scripture accessed via second language,25,No,25,,,,,1189,349,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,Kamano [kbq],Bible,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wagawaga [wgb] ,wgb,No,Yes,600,1 - 999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wagi [fad],fad,No,Yes,3380,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,Selections,2016,44,0,0,0,Work In Progress,No,,,Yes,Yes,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wahgi [wgi] ,wgi,No,Yes,39000,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2001,260,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Waima [rro],rro,No,Yes,12000,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2014,260,260,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Walio [wla] ,wla,No,Yes,230,1 - 999,6b,In_Trouble,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wamas [wmc] ,wmc,No,Yes,220,1 - 999,6b,In_Trouble,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wampar [lbq] ,lbq,No,Yes,15000,10K - 99.9K,6b,In_Trouble,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,1984,268,37,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wampur [waz] ,waz,No,Yes,530,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wanap [wnp] ,wnp,No,Yes,1070,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wantoat [wnc],wnc,No,Yes,8000,5K - 9.9K,6a,Vigorous,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2016,410,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Waran [byz] ,byz,No,Yes,4000,1000 - 4999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2019,260,0,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Waris [wrs],wrs,No,Yes,3000,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2016,318,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wartha Thuntai [gnt] ,gnt,No,Yes,430,1 - 999,6a,Vigorous,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Waruna [wrv] ,wrv,No,Yes,600,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Warwar Feni [hrw] ,hrw,No,Yes,2100,1000 - 4999,6a,Vigorous,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2024,260,80,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wasembo [gsp] ,gsp,No,Yes,830,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Waskia [wsk],wsk,No,Yes,20000,10K - 99.9K,6b,In_Trouble,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2014,531,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Watakataui [wtk],wtk,No,Yes,930,1 - 999,6b,In_Trouble,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2014,310,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Watiwa [wtf] ,wtf,No,Yes,510,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Waube [kop] ,kop,No,Yes,1650,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,No,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wedau [wed],wed,No,Yes,2700,1000 - 4999,3,Institutional,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,1983,1138,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Weliki [klh] ,klh,No,Yes,670,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Weri [aon],aon,No,Yes,4340,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2003,260,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wia [ssj] ,ssj,No,Yes,500,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wipi [gdr],gdr,No,Yes,3290,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2014,260,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wiru [wiu],wiu,No,Yes,20000,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2015,260,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wogamusin [wog] ,wog,No,Yes,700,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wogeo [woc] ,woc,No,Yes,1600,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wutung [wut] ,wut,No,Yes,580,1 - 999,6a,Vigorous,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wuvulu-Aua [wuv],wuv,No,Yes,1600,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2015,264,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Wára [tci] ,tci,No,Yes,930,1 - 999,6a,Vigorous,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yabem [jae],jae,No,Yes,2080,1000 - 4999,6b,In_Trouble,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,1980,563,0,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yaben [ybm] ,ybm,No,Yes,1090,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yabong [ybo] ,ybo,No,Yes,1500,1000 - 4999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yagaria [ygr] ,ygr,No,Yes,37800,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2008,260,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yagwoia [ygw] ,ygw,No,Yes,10000,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2009,0,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yahang [rhp] ,rhp,No,Yes,1430,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yakaikeke [ykk] ,ykk,No,Yes,100,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yalaku [ylg] ,ylg,No,Yes,900,1 - 999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yale [nce],nce,No,Yes,600,1 - 999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,Selections,2023,132,132,0,16,Work In Progress,No,,,No,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yaleba [ylb] ,ylb,No,Yes,1330,1000 - 4999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yamap [ymp],ymp,No,Yes,1860,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,Selections,2025,68,40,0,28,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yambes [ymb] ,ymb,No,Yes,1080,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yangum Dey [yde] ,yde,No,Yes,180,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Restricted,Restricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yangum Gel [ygl] ,ygl,No,Yes,45,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yangum Mon [ymo] ,ymo,No,Yes,730,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yareba [yrb],yrb,No,Yes,1230,1000 - 4999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2018,310,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yau [yuw] ,yuw,No,Yes,2380,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,1997,260,0,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yau [yyu] ,yyu,No,Yes,200,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Expressed Need,Yes,Initial Translation,Unrestricted,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yaweyuha [yby],yby,No,Yes,2340,1000 - 4999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2014,260,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yawiyo [ybx] ,ybx,No,Yes,160,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yawuno Teneyo [itr] ,itr,No,Yes,500,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2000,260,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yekora [ykr] ,ykr,No,Yes,1050,1000 - 4999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,22,,,,,22,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yerakai [yra] ,yra,No,Yes,380,1 - 999,6b,In_Trouble,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yessan-Mayo [yss],yss,No,Yes,1990,1000 - 4999,6a,Vigorous,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2014,1189,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yimas [yee] ,yee,No,Yes,50,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yipma [byr],byr,No,Yes,9610,5K - 9.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2013,310,310,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yis [yis] ,yis,No,Yes,800,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Yoidik [ydk] ,ydk,No,Yes,770,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,Yes,Restricted,Unrestricted,,,No,null,Americas/Pacific
